Segment,Ship Mode,Region,Order Priority,Sales,Quantity,Discount,Profit,Shipping Cost,TotalSale,SalesAfterDiscount
Consumer,Second Class,North Asia,Medium,29.61,1,0,10.65,2.6,29.61,29.61
Consumer,Standard Class,South,Medium,38.68,2,0,11.2,2.25,77.36,77.36
Consumer,Standard Class,Central,Medium,27.32,2,0,8.44,1.97,54.64,54.64
Consumer,Second Class,East,Medium,36.29,7,0.2,12.7,1.83,254.016,203.21
Consumer,Standard Class,South,Medium,28.48,1,0,7.12,1.76,28.48,28.48
Consumer,Standard Class,Southeast Asia,Medium,44.12,4,0.17,17.48,1.71,176.4912,146.49
Consumer,First Class,East,High,9.82,2,0,3.24,1.27,19.64,19.64
Consumer,Standard Class,Central,Medium,11.67,1,0,3.6,0.99,11.67,11.67
Consumer,Second Class,East,Medium,8.13,2,0.2,1.42,0.94,16.256,13
Corporate,Second Class,Africa,High,3.93,1,0.7,-8.28,0.5,3.933,1.18
Consumer,Standard Class,Central,Medium,6.34,1,0,2.2,0.47,6.34,6.34
Consumer,Standard Class,Canada,Medium,314.22,1,0,3.12,24.1,314.22,314.22
Corporate,First Class,North Asia,Medium,1052.31,7,0,105.21,154.4,7366.17,7366.17
Corporate,First Class,Central,High,583.92,8,0.5,-58.56,109.14,4671.36,2335.68
Consumer,Standard Class,Central,High,549.93,6,0.65,-235.77,96.84,3299.562,1154.85
Corporate,First Class,North Asia,Medium,380.88,3,0,102.78,88.42,1142.64,1142.64
Corporate,Second Class,South,High,587.41,1,0.1,104.41,78,587.412,528.67
Corporate,First Class,North Asia,Medium,692.33,2,0.3,-207.73,70.94,1384.656,969.26
Consumer,First Class,Central,High,468.9,6,0,206.32,66.88,2813.4,2813.4
Consumer,Second Class,South,Medium,729.48,2,0,240.72,56.01,1458.96,1458.96
Consumer,First Class,North,High,161.51,2,0.1,43.01,49.6,323.028,290.73
Corporate,Second Class,Southeast Asia,Medium,334.3,1,0.27,-109.94,46.3,334.3035,244.04
Corporate,First Class,North Asia,Medium,468.12,4,0,112.32,26.59,1872.48,1872.48
Consumer,Second Class,South,Medium,266.5,4,0.2,23.26,23.69,1065.984,852.79
Corporate,First Class,Central,High,86.26,1,0.5,-0.02,16.56,86.265,43.13
Corporate,Second Class,Southeast Asia,Medium,104.88,4,0.47,-47.52,13.49,419.5056,222.34
Consumer,Standard Class,Central,High,88.83,3,0.65,-76.14,12.91,266.49,93.27
Consumer,Standard Class,Central,High,45.98,5,0.5,-41.48,6.72,229.875,114.94
Consumer,Standard Class,Central,High,44.13,2,0.5,-7.95,6.24,88.26,44.13
Corporate,First Class,South,High,44.1,2,0,7.92,6.18,88.2,88.2
Consumer,Second Class,South,Medium,56.88,1,0,0.54,5.96,56.88,56.88
Consumer,Second Class,South,Medium,116.04,4,0,12.72,4.7,464.16,464.16
Corporate,Second Class,South,High,37.8,1,0,18.12,4.16,37.8,37.8
Corporate,First Class,North Asia,Medium,94.65,5,0,42.45,4.14,473.25,473.25
Corporate,First Class,Central,High,13.18,1,0.5,-7.94,1.83,13.185,6.59
Corporate,Second Class,Southeast Asia,Medium,43.5,6,0.47,-26.34,1.78,261.0144,138.34
Consumer,Standard Class,Oceania,Medium,34.02,2,0.1,7.92,1.77,68.04,61.24
Corporate,Standard Class,Oceania,Medium,775.28,7,0.1,146.33,52.13,5426.946,4884.25
Corporate,Standard Class,Oceania,Medium,776.47,6,0.1,94.81,51.08,4658.796,4192.92
Corporate,Standard Class,Oceania,Medium,257.74,3,0.1,31.48,28.53,773.226,695.9
Consumer,Standard Class,EMEA,Medium,210.69,1,0,52.65,21.46,210.69,210.69
Corporate,Standard Class,East,High,151.2,3,0.2,32.13,9.21,453.6,362.88
Corporate,Standard Class,Oceania,Medium,106.7,8,0.1,16.46,7.66,853.632,768.27
Corporate,Standard Class,Caribbean,Medium,35.52,2,0,14.2,2.25,71.04,71.04
Corporate,Standard Class,East,Medium,36.4,5,0,17.47,2.18,182,182
Corporate,Standard Class,Oceania,Medium,45.68,2,0.1,4.52,1.46,91.368,82.23
Corporate,Standard Class,East,Medium,11.36,2,0,5.34,0.94,22.72,22.72
Corporate,Standard Class,East,High,3.42,1,0.2,1.07,0.41,3.424,2.74
Corporate,Second Class,Central,Medium,683.5,3,0.4,-79.76,50.13,2050.488,1230.29
Consumer,Standard Class,South,Medium,1049.93,7,0,293.98,37.67,7349.51,7349.51
Consumer,Standard Class,Central Asia,Medium,1278,2,0,460.08,34,2556,2556
Consumer,Second Class,Oceania,High,228.42,2,0.1,83.7,31.09,456.84,411.16
Corporate,Second Class,South,High,455.66,3,0.6,-307.6,27.38,1366.992,546.8
Consumer,Standard Class,North Asia,Medium,522.72,3,0,214.29,25.19,1568.16,1568.16
Consumer,Standard Class,Central Asia,Medium,3195,5,0,1150.2,23.95,15975,15975
Corporate,Second Class,South,High,153.52,3,0.602,-162.8,18.5,460.57356,183.31
Consumer,Standard Class,South,Medium,154.9,5,0,40.27,12.99,774.5,774.5
Corporate,Standard Class,South,Medium,177.68,2,0,46.2,10.84,355.36,355.36
Corporate,Second Class,Central,Medium,230.67,3,0.402,-85.65,9.81,692.01756,413.83
Corporate,Second Class,South,High,114.77,3,0.602,-61.15,9.8,344.30184,137.03
Consumer,Standard Class,Africa,High,81.03,1,0,17.82,9.31,81.03,81.03
Consumer,Standard Class,Central Asia,Medium,149.58,9,0,55.08,9.28,1346.22,1346.22
Consumer,Standard Class,Central Asia,Medium,111.84,4,0,23.4,7.97,447.36,447.36
Corporate,Second Class,Central,Medium,172.44,3,0.402,-3.48,5.57,517.31784,309.36
Corporate,Second Class,South,High,18.48,2,0.6,-5.12,3.91,36.96,14.78
Consumer,Standard Class,Africa,High,18.93,1,0,7.56,2.96,18.93,18.93
Corporate,First Class,Southeast Asia,Medium,11.85,2,0.17,3.39,1.62,23.7048,19.67
Corporate,Second Class,Central,Medium,27.72,2,0.4,4.12,1.6,55.44,33.26
Consumer,Second Class,Central,Medium,33.49,7,0.2,10.46,1.58,234.416,187.53
Consumer,Standard Class,South,Medium,15.84,3,0,7.13,1.19,47.52,47.52
Consumer,Standard Class,Africa,High,9.36,1,0,0,0.85,9.36,9.36
Consumer,Second Class,Central,Medium,26.72,5,0.2,9.35,0.74,133.6,106.88
Corporate,First Class,North Asia,Critical,2754,6,0,358.02,752.47,16524,16524
Corporate,First Class,North Asia,Critical,1057.38,2,0,454.62,162.08,2114.76,2114.76
Consumer,Second Class,South,Critical,479.98,2,0.2,90,122.9,959.968,767.97
Consumer,Standard Class,Central,Medium,1388.88,5,0.1,154.23,102.56,6944.4,6249.96
Corporate,First Class,North Asia,Critical,246.48,4,0,93.6,80.66,985.92,985.92
Consumer,First Class,EMEA,Critical,309.36,2,0,18.54,75.59,618.72,618.72
Consumer,First Class,Southeast Asia,Critical,520.56,4,0,36.36,75.19,2082.24,2082.24
Corporate,First Class,North Asia,Critical,337.23,3,0,10.08,72.64,1011.69,1011.69
Consumer,First Class,EMEA,Critical,266.28,4,0,117.12,60.9,1065.12,1065.12
Corporate,First Class,North Asia,Critical,155.7,3,0,55.98,52.26,467.1,467.1
Consumer,Second Class,Southeast Asia,High,236.18,5,0.17,85.28,47.87,1180.8825,980.13
Consumer,First Class,EMEA,Critical,287.58,2,0,8.58,28.14,575.16,575.16
Corporate,First Class,North Asia,Critical,80.73,3,0,30.6,25.85,242.19,242.19
Consumer,Standard Class,Southeast Asia,Medium,476.76,5,0.27,78.36,24.43,2383.815,1740.18
Corporate,First Class,North Asia,Critical,115.05,5,0,2.25,21.48,575.25,575.25
Corporate,First Class,Africa,Critical,73.21,1,0.7,-97.61,20.54,73.206,21.96
Consumer,Standard Class,Central,Low,161.94,2,0,72.84,19.04,323.88,323.88
Consumer,Standard Class,Africa,High,97.74,2,0,28.32,9.89,195.48,195.48
Consumer,First Class,EMEA,Critical,58.56,2,0,2.88,6.42,117.12,117.12
Consumer,Standard Class,Africa,High,49.23,1,0,19.68,3.67,49.23,49.23
Consumer,Standard Class,Southeast Asia,Medium,49.18,5,0.17,13.63,3.11,245.8875,204.09
Corporate,Standard Class,Southeast Asia,High,24.16,4,0.45,-11.48,2.83,96.624,53.14
Consumer,Standard Class,Southeast Asia,Medium,22.91,2,0.17,-1.15,1.44,45.816,38.03
Corporate,Second Class,Central,High,1252.58,3,0.1,-41.8,176.06,3757.752,3381.98
Corporate,Standard Class,North,High,2052.54,4,0.1,410.46,149.09,8210.16,7389.14
Consumer,Standard Class,Southeast Asia,High,413.39,3,0.07,182.18,62.43,1240.1829,1153.37
Consumer,Standard Class,Central,Medium,1502.78,6,0.2,413.18,61.09,9016.704,7213.36
Corporate,Standard Class,Central Asia,Medium,976.08,4,0,361.08,51.72,3904.32,3904.32
Consumer,Standard Class,South,High,356.94,2,0,107.08,49.06,713.88,713.88
Consumer,Standard Class,South,High,441.9,3,0,0,48.2,1325.7,1325.7
Consumer,Standard Class,Central,Medium,449.64,6,0,184.32,42.57,2697.84,2697.84
Corporate,Standard Class,Oceania,Medium,1160.78,8,0.1,489.98,39.54,9286.272,8357.64
Consumer,Second Class,Southeast Asia,High,266.4,2,0,122.52,30.3,532.8,532.8
Consumer,Second Class,Southeast Asia,High,219.6,5,0,50.4,29.96,1098,1098
Consumer,Standard Class,South,Medium,286.32,3,0,65.82,29.66,858.96,858.96
Consumer,Standard Class,South,High,239.97,3,0,67.19,27.96,719.91,719.91
Corporate,Second Class,Central,Medium,388.12,3,0.5,-357.08,23.99,1164.375,582.19
Corporate,Second Class,Central,Medium,243.27,6,0.5,-175.23,21.48,1459.62,729.81
Corporate,First Class,Oceania,High,138.67,4,0.1,18.43,17.64,554.688,499.22
Consumer,Standard Class,Central,Medium,345.24,9,0,72.36,15.07,3107.16,3107.16
Consumer,Standard Class,Central,Medium,275.5,4,0.15,22.66,14.64,1102.008,936.71
Consumer,Second Class,EMEA,Medium,126.35,1,0.6,-161.11,11.34,126.348,50.54
Corporate,Standard Class,Southeast Asia,Medium,182.75,7,0.47,-89.83,8.08,1279.2822,678.02
Corporate,Second Class,Central,Medium,125.46,3,0.5,-105.39,7.11,376.38,188.19
Corporate,Second Class,Central,Medium,90.18,4,0.5,-0.06,7.08,360.72,180.36
Consumer,Standard Class,South,High,56.45,2,0.4,-0.97,7.05,112.896,67.74
Corporate,Standard Class,Central Asia,Medium,112.08,8,0,4.32,7.02,896.64,896.64
Corporate,Second Class,Central,Medium,100.92,5,0.2,4.92,6.3,504.6,403.68
Corporate,Second Class,Central,Medium,49.77,2,0.5,-21.93,6.03,99.54,49.77
Consumer,Standard Class,Central,Medium,72.88,4,0,26.96,5.39,291.52,291.52
Corporate,Standard Class,Central Asia,Medium,81.42,2,0,11.34,4.78,162.84,162.84
Corporate,Standard Class,West,Medium,59.81,3,0.2,19.44,4.76,179.424,143.54
Corporate,Standard Class,North,High,57.02,3,0.1,3.74,4.49,171.072,153.96
Corporate,Standard Class,West,Medium,73.32,6,0,22,4.38,439.92,439.92
Corporate,Standard Class,Central Asia,Medium,50.94,3,0,7.56,3.21,152.82,152.82
Consumer,Standard Class,Africa,Medium,48.37,1,0.7,-67.73,2.47,48.366,14.51
Consumer,Second Class,EMEA,Medium,22.63,1,0.6,-9.08,2.12,22.632,9.05
Corporate,Standard Class,Southeast Asia,Medium,26.58,2,0.47,-7.08,2.1,53.1696,28.18
Consumer,Second Class,EMEA,Medium,21.86,1,0.6,-30.07,1.88,21.864,8.75
Corporate,Standard Class,Southeast Asia,Medium,28.19,2,0.17,4.73,1.87,56.3736,46.79
Corporate,Standard Class,Central Asia,Medium,30.51,3,0,9.72,1.79,91.53,91.53
Consumer,Standard Class,Central,Medium,29.1,1,0,4.36,1.6,29.1,29.1
Consumer,Standard Class,Central,Medium,21.9,5,0,7.8,1.51,109.5,109.5
Consumer,Standard Class,South,High,8.56,2,0,2.65,1.42,17.12,17.12
Consumer,Second Class,EMEA,Medium,12.38,2,0.6,-9.94,1.26,24.768,9.91
Corporate,Standard Class,Southeast Asia,Medium,7.52,2,0.17,2.3,0.8,15.0396,12.48
Consumer,Second Class,EMEA,Medium,9.89,2,0.6,-7.93,0.76,19.776,7.91
Consumer,Standard Class,Oceania,Medium,171.29,2,0.4,-39.97,14.26,342.576,205.55
Consumer,Standard Class,East,Medium,73.98,2,0,19.97,6.15,147.96,147.96
Consumer,First Class,North,High,34.88,3,0.5,-21.64,4.7,104.625,52.31
Corporate,Second Class,Caribbean,Medium,46.08,3,0.2,5.76,3.07,138.24,110.59
Corporate,Second Class,Caribbean,Medium,25.18,2,0.2,8.78,3.02,50.368,40.29
Consumer,Standard Class,Oceania,Medium,31.97,8,0.4,-1.63,2.62,255.744,153.45
Consumer,Standard Class,East,Medium,5.58,1,0,2.18,0.57,5.58,5.58
Corporate,Standard Class,Central,Medium,838.38,2,0,226.36,103.4,1676.76,1676.76
Consumer,First Class,Africa,High,275.4,2,0.7,-211.14,84.61,550.8,165.24
Corporate,Standard Class,Central Asia,Medium,911.04,2,0,282.42,83.97,1822.08,1822.08
Consumer,First Class,Africa,High,178.25,2,0.7,-368.41,62.43,356.508,106.95
Consumer,Standard Class,North,Medium,847.87,12,0.2,222.43,45.1,10174.464,8139.57
Consumer,First Class,Africa,High,142.62,1,0.7,-275.76,39.49,142.623,42.79
Consumer,Standard Class,Africa,High,280.44,6,0,131.76,25.97,1682.64,1682.64
Consumer,First Class,North Asia,High,90.3,2,0,38.82,22.38,180.6,180.6
Consumer,Standard Class,Africa,High,157.68,6,0,31.5,19.67,946.08,946.08
Consumer,First Class,Africa,High,87.16,6,0.7,-125.06,17.98,522.936,156.88
Consumer,Standard Class,Africa,High,101.52,4,0,33.48,15.19,406.08,406.08
Corporate,Standard Class,North,Medium,179.88,6,0,61.08,12.6,1079.28,1079.28
Consumer,Standard Class,Africa,High,101.1,2,0,11.1,12.06,202.2,202.2
Corporate,Standard Class,Southeast Asia,Medium,262.94,2,0.25,-66.64,9.66,525.87,394.4
Corporate,Standard Class,Central Asia,Medium,115.11,3,0,13.77,7.61,345.33,345.33
Consumer,Standard Class,North,Medium,87.96,3,0,35.16,7.47,263.88,263.88
Consumer,Standard Class,Oceania,Medium,143.1,2,0,9.96,7.29,286.2,286.2
Consumer,First Class,Africa,High,43.77,1,0.7,-80.25,6.29,43.767,13.13
Consumer,Standard Class,North,Medium,96.8,10,0,23.2,4.79,968,968
Consumer,First Class,Africa,High,18.9,6,0.7,-32.76,4.56,113.4,34.02
Corporate,First Class,Central,Critical,13.3,4,0.4,0.42,4.3,53.184,31.91
Corporate,Standard Class,Southeast Asia,Medium,116.08,5,0.45,-65.57,4.19,580.3875,319.21
Consumer,First Class,Africa,High,29.23,4,0.7,-29.33,3.09,116.928,35.08
Consumer,Standard Class,North,Medium,62.16,2,0,29.8,2.88,124.32,124.32
Corporate,Second Class,Oceania,Medium,34.02,2,0,11.22,2.5,68.04,68.04
Corporate,Standard Class,Central,Medium,26.7,5,0,12.55,1.96,133.5,133.5
Corporate,Standard Class,Central,Medium,22.74,2,0,6.36,1.6,45.48,45.48
Consumer,Standard Class,North,Medium,28.96,4,0,6.32,1.56,115.84,115.84
Consumer,First Class,Africa,High,10.57,2,0.7,-17.63,1.18,21.132,6.34
Corporate,Standard Class,Central,Medium,21.2,2,0,9.12,0.94,42.4,42.4
Consumer,First Class,Africa,High,4.14,1,0.7,-7.05,0.83,4.14,1.24
Corporate,Standard Class,Africa,Medium,10.41,1,0,3.51,0.22,10.41,10.41
Consumer,First Class,Africa,High,4.79,1,0.7,-9.28,0.14,4.788,1.44
Corporate,Standard Class,North Asia,Medium,2076.61,6,0.3,59.17,142.46,12459.636,8721.75
Consumer,Standard Class,South,Medium,1793.98,2,0,843.17,68.65,3587.96,3587.96
Consumer,Standard Class,Central,Medium,1236.46,3,0.1,302.18,61.23,3709.395,3338.46
Consumer,Standard Class,Southeast Asia,Low,561.5,5,0.45,-316.6,53.37,2807.475,1544.11
Consumer,Standard Class,Southeast Asia,Low,249.84,4,0.25,69.84,50.32,999.36,749.52
Consumer,First Class,North Asia,Critical,189.96,4,0,0,50.04,759.84,759.84
Consumer,Standard Class,Central,Medium,475.94,7,0.2,95.19,46.08,3331.608,2665.29
Corporate,Standard Class,Central,Medium,559.71,3,0.4,-121.27,44.72,1679.13,1007.48
Consumer,Standard Class,South,Medium,541.44,8,0.4,-189.6,44.3,4331.52,2598.91
Corporate,Standard Class,EMEA,Medium,486.36,4,0,213.96,38.96,1945.44,1945.44
Consumer,Standard Class,North Asia,Medium,578.64,4,0,98.28,37.23,2314.56,2314.56
Consumer,Standard Class,Oceania,Low,213.3,5,0.1,33.15,31.13,1066.5,959.85
Consumer,Standard Class,Oceania,Low,220.97,6,0.1,4.79,28.36,1325.808,1193.23
Consumer,Standard Class,Central,High,158.6,5,0,39.6,23.6,793,793
Corporate,Standard Class,North Asia,Medium,243.81,3,0,26.73,22.09,731.43,731.43
Consumer,Standard Class,Central,High,405.92,8,0,68.96,19.68,3247.36,3247.36
Consumer,First Class,North Asia,Critical,80.1,3,0,39.24,19.37,240.3,240.3
Consumer,Second Class,Southeast Asia,Medium,174.33,4,0.25,27.81,17.83,697.32,522.99
Consumer,First Class,East,Critical,57.75,5,0,16.17,16.87,288.75,288.75
Consumer,Second Class,Central,Medium,239.98,3,0.2,53.99,16.63,719.928,575.94
Consumer,First Class,North Asia,Critical,86.4,3,0,12.96,16.46,259.2,259.2
Corporate,Standard Class,Central Asia,Medium,352.59,7,0,158.55,14.2,2468.13,2468.13
Consumer,First Class,Central,Medium,147.96,3,0,16.2,13.96,443.88,443.88
Consumer,First Class,East,High,70.71,1,0,4.95,12.46,70.71,70.71
Corporate,Second Class,Africa,Medium,131.07,1,0,14.4,12.44,131.07,131.07
Consumer,First Class,Africa,High,44.97,1,0,13.47,11.61,44.97,44.97
Consumer,Standard Class,South,Medium,79.88,3,0.4,-47.98,10.44,239.652,143.79
Consumer,First Class,Africa,High,35.04,4,0,5.52,10.3,140.16,140.16
Consumer,First Class,North Asia,Critical,52.8,2,0,19.5,9.27,105.6,105.6
Corporate,Second Class,Africa,Medium,75,4,0,34.44,8.87,300,300
Consumer,Standard Class,Central Asia,Medium,131.76,3,0,0,8.72,395.28,395.28
Corporate,Standard Class,EMEA,Medium,107.28,2,0,26.82,8.19,214.56,214.56
Consumer,Standard Class,EMEA,Medium,105.3,2,0,46.32,7.79,210.6,210.6
Consumer,First Class,Africa,High,50.28,4,0,6.48,7.68,201.12,201.12
Consumer,Standard Class,Central Asia,Medium,105.6,5,0,52.8,7.11,528,528
Corporate,Standard Class,EMEA,Medium,97.56,2,0,4.86,7.01,195.12,195.12
Consumer,Standard Class,North Asia,Medium,80.64,3,0,12.06,6.75,241.92,241.92
Corporate,Standard Class,North Asia,Medium,221.4,4,0,24.24,6.28,885.6,885.6
Consumer,Standard Class,South,Medium,49.25,3,0.4,-8.23,5.43,147.744,88.65
Consumer,Standard Class,Central,High,34.3,5,0,7.8,4.99,171.5,171.5
Consumer,First Class,East,Critical,14.94,3,0,7.02,4.15,44.82,44.82
Consumer,First Class,Central,Medium,23.16,2,0,7.62,4.01,46.32,46.32
Consumer,Standard Class,North Asia,Medium,86.58,6,0,32.76,3.87,519.48,519.48
Consumer,First Class,East,High,21.24,3,0,8.07,3.6,63.72,63.72
Consumer,First Class,East,High,19.9,1,0,8.96,3.34,19.9,19.9
Consumer,First Class,Central,Medium,68.22,6,0,15.66,3.28,409.32,409.32
Consumer,Standard Class,Oceania,Low,18.06,1,0.1,8.01,2.83,18.063,16.26
Consumer,Standard Class,EMEA,High,17.88,1,0.6,-18.33,2.09,17.88,7.15
Consumer,Standard Class,South,Medium,21.92,3,0.4,-1.84,1.95,65.772,39.46
Consumer,Standard Class,Central Asia,Medium,20.52,3,0,6.75,1.36,61.56,61.56
Consumer,Standard Class,South,Medium,13.32,5,0.4,-8.48,1.28,66.6,39.96
Consumer,Second Class,Southeast Asia,Medium,14.69,2,0.47,0.83,1.21,29.3832,15.57
Corporate,Standard Class,EMEA,Medium,12.3,1,0,4.65,1.09,12.3,12.3
Consumer,Second Class,Southeast Asia,Medium,11.16,2,0.17,3.72,0.76,22.3104,18.52
Consumer,Standard Class,South,Medium,16.15,2,0.4,1.31,0.27,32.304,19.38
Corporate,Standard Class,Central Asia,Medium,9.3,2,0,2.46,0.23,18.6,18.6
Corporate,First Class,West,High,318.4,2,0.2,107.46,81.54,636.8,509.44
Corporate,First Class,West,High,230.38,3,0.2,20.16,5.6,691.128,552.9
Corporate,First Class,West,High,12.77,6,0.2,4.63,2.88,76.608,61.29
Corporate,First Class,West,High,15.36,2,0.2,-3.26,1.72,30.72,24.58
Corporate,First Class,West,High,4.67,2,0.2,1.46,1.32,9.344,7.48
Corporate,First Class,West,High,9.41,2,0.2,3.41,1.06,18.816,15.05
Corporate,First Class,West,High,7.16,1,0.2,-0.09,0.93,7.16,5.73
Corporate,Second Class,North,Critical,336.24,4,0,73.92,137.67,1344.96,1344.96
Corporate,Standard Class,Central,Medium,1262.06,3,0.1,-42.13,89.16,3786.183,3407.56
Corporate,Standard Class,South,Medium,799.92,10,0.2,239.98,67.38,7999.2,6399.36
Corporate,Standard Class,Caribbean,Medium,607.92,6,0,91.08,49.34,3647.52,3647.52
Corporate,Standard Class,Central,Medium,649.35,5,0,25.95,46.42,3246.75,3246.75
Corporate,Standard Class,Africa,Medium,385.02,2,0,127.02,39.68,770.04,770.04
Consumer,Standard Class,Central,Medium,593.46,7,0.1,250.53,37.46,4154.22,3738.8
Consumer,Standard Class,East,High,539.96,6,0.4,-107.99,35.78,3239.784,1943.87
Consumer,Standard Class,West,High,362.92,2,0,105.25,34.38,725.84,725.84
Consumer,Standard Class,Central Asia,Medium,504.72,3,0,232.11,32.89,1514.16,1514.16
Consumer,First Class,North,High,178.08,2,0.2,-44.52,26.81,356.16,284.93
Corporate,Second Class,Africa,Medium,136.68,1,0,46.47,19.07,136.68,136.68
Corporate,Standard Class,Central,Medium,199.58,4,0.1,22.1,17.21,798.336,718.5
Corporate,Second Class,North,Medium,154.26,3,0,13.86,15.3,462.78,462.78
Consumer,Standard Class,South,Medium,177.84,8,0,81.6,10.33,1422.72,1422.72
Corporate,Second Class,North,Medium,85.23,3,0,35.73,9.93,255.69,255.69
Corporate,Standard Class,Canada,High,102.84,2,0,9.24,9.85,205.68,205.68
Consumer,Standard Class,East,High,89.34,6,0,24.12,9.82,536.04,536.04
Consumer,Standard Class,Central Asia,Medium,227.82,2,0,0,8.4,455.64,455.64
Consumer,Standard Class,West,High,46.38,2,0.2,5.22,6.76,92.768,74.21
Corporate,Standard Class,Central,Medium,71.34,1,0,9.96,6.74,71.34,71.34
Consumer,Standard Class,EMEA,Medium,64.82,2,0.6,-61.6,5.51,129.648,51.86
Consumer,Second Class,South,High,33.18,3,0,4.26,5.33,99.54,99.54
Consumer,Standard Class,Central Asia,Medium,66.45,5,0,3.9,4.88,332.25,332.25
Consumer,Standard Class,Central,Medium,88.78,3,0.2,7.77,4.83,266.328,213.06
Consumer,First Class,Africa,High,24.72,1,0,10.86,4.29,24.72,24.72
Corporate,Standard Class,Caribbean,Medium,36.6,2,0,13.16,4.25,73.2,73.2
Consumer,Standard Class,Oceania,High,44.06,1,0.1,-2.95,4.24,44.064,39.66
Consumer,Standard Class,East,High,50.23,7,0.4,-10.05,4.01,351.624,210.97
Corporate,Second Class,West,Medium,52.79,1,0.2,4.62,3.91,52.792,42.23
Corporate,Standard Class,Africa,Medium,45.68,6,0.7,-56.38,3.75,274.104,82.23
Corporate,Second Class,Africa,Medium,26.04,1,0,8.85,3.51,26.04,26.04
Corporate,Second Class,West,Medium,41.94,2,0,15.1,3.44,83.88,83.88
